accuracy,avg_reaction_time,mistakes,current_level,streak,game_type,next_level
100.0,1.5,1,1,-1,pattern,2
100.0,1.73,1,1,2,routine,2
83.7,3.53,0,3,-1,memory,3
97.3,2.45,0,3,-2,routine,3
100.0,1.59,1,1,1,attention,2
82.6,1.63,1,2,-2,attention,2
94.0,2.28,2,1,0,pattern,1
46.5,1.97,4,5,-1,pattern,4
98.6,0.6,1,1,-1,attention,2
98.0,2.1,0,1,-2,routine,2
68.7,3.28,4,4,0,memory,3
67.1,2.85,3,3,0,attention,3
60.7,2.32,5,4,-2,routine,3
100.0,1.58,1,1,-3,routine,2
98.2,0.6,0,1,-3,attention,2
75.8,2.8,3,4,3,pattern,4
65.8,3.25,3,5,0,memory,4
65.6,3.96,1,5,-1,memory,4
57.7,3.19,3,5,2,pattern,4
89.5,1.59,0,3,3,memory,4
84.4,1.83,4,2,-3,pattern,2
71.3,2.96,3,3,1,memory,3
89.9,3.63,2,4,-3,routine,3
43.6,4.77,1,5,1,pattern,4
62.0,1.79,2,2,3,attention,2
54.8,3.59,2,5,-3,attention,4
94.7,1.26,0,1,2,memory,2
62.3,3.25,3,5,1,routine,4
86.3,1.54,1,2,-3,attention,2
83.9,2.94,2,4,0,attention,4
85.5,2.5,2,5,0,memory,5
99.9,0.92,0,1,-3,memory,2
74.1,2.16,1,3,1,memory,3
69.5,0.6,3,1,-1,attention,1
95.7,1.67,0,2,3,attention,3
100.0,1.98,0,2,2,attention,3
80.8,2.89,2,3,0,memory,3
100.0,1.51,0,1,3,routine,2
60.6,3.67,4,5,0,memory,4
66.9,1.12,3,1,-2,memory,1
69.8,3.01,4,3,0,attention,2
77.2,2.63,2,2,1,pattern,2
99.8,1.73,0,2,3,memory,3
68.7,2.75,2,4,-1,memory,4
82.5,1.72,1,2,1,pattern,3
88.0,0.9,1,1,0,routine,2
76.8,2.39,2,2,3,attention,2
80.6,2.45,4,5,-1,memory,5
71.6,3.58,3,5,2,pattern,5
63.3,3.47,5,5,3,routine,4
89.1,2.21,1,3,2,attention,4
100.0,2.57,0,2,-2,memory,2
90.6,1.92,0,3,3,memory,4
84.6,1.36,2,1,-3,attention,1
84.9,2.87,1,3,3,routine,3
89.9,2.73,1,3,3,pattern,4
77.0,2.44,3,4,-2,routine,4
96.7,2.31,0,2,0,memory,3
63.0,2.44,4,5,-1,attention,4
85.6,1.36,3,1,-2,pattern,1
57.7,3.88,6,5,1,pattern,4
71.8,1.6,0,3,-1,pattern,3
74.1,1.66,2,1,-3,memory,1
78.4,1.96,0,2,-3,routine,2
91.2,0.71,1,1,3,pattern,2
100.0,0.6,1,1,1,pattern,2
100.0,2.65,0,1,1,memory,2
100.0,1.15,0,2,-1,routine,3
95.4,1.27,1,1,-3,routine,2
52.7,3.02,4,4,2,attention,3
100.0,2.12,0,1,1,attention,2
68.6,3.07,2,5,0,pattern,5
73.4,2.86,3,4,2,memory,4
95.8,1.62,2,1,-3,routine,1
76.8,3.11,5,4,0,routine,3
55.4,2.85,6,5,3,attention,4
86.8,2.81,0,2,-1,memory,2
68.0,1.91,1,4,-3,routine,4
100.0,0.6,0,1,-1,memory,2
56.5,3.48,1,5,3,pattern,5
83.6,4.0,3,5,2,attention,5
57.4,2.95,4,4,-2,pattern,3
100.0,0.85,1,1,-3,attention,2
69.7,0.88,3,1,3,memory,1
89.6,2.81,0,3,0,pattern,3
95.0,2.59,1,3,1,attention,3
100.0,2.53,0,2,1,attention,3
86.3,1.0,1,1,2,memory,2
82.3,1.64,0,1,1,memory,1
100.0,1.77,0,1,3,routine,2
67.2,2.52,3,3,-3,attention,2
96.7,1.65,1,1,-1,pattern,2
97.1,3.01,0,3,-3,routine,3
75.3,3.95,2,3,-3,attention,2
38.6,3.77,5,4,2,pattern,3
83.2,2.49,0,2,2,memory,3
100.0,2.14,0,1,3,attention,2
95.0,1.8,1,3,-2,routine,3
100.0,2.15,0,1,2,pattern,2
87.7,1.41,1,3,-2,memory,3
69.1,3.48,2,5,-1,attention,4
48.7,1.75,7,2,-2,attention,1
74.8,2.79,2,3,0,memory,3
100.0,1.94,0,1,3,pattern,2
80.1,4.56,1,5,3,pattern,5
89.2,1.09,1,1,0,routine,2
97.6,1.89,0,1,3,attention,2
68.1,2.46,0,3,-3,pattern,3
100.0,2.33,0,2,3,memory,3
87.1,2.17,1,2,1,attention,2
72.3,1.72,2,3,3,memory,3
78.9,3.17,2,3,-3,attention,2
78.1,2.15,1,4,2,routine,4
56.9,2.3,6,5,0,attention,4
69.1,2.54,2,4,2,attention,4
65.9,3.0,0,3,0,routine,3
91.3,3.14,1,3,0,memory,3
49.9,3.75,2,5,1,memory,4
79.9,2.75,2,4,2,routine,4
94.1,3.21,0,3,3,routine,4
100.0,1.37,0,1,3,memory,2
71.5,1.87,3,4,0,attention,4
90.5,1.61,0,1,2,memory,2
80.1,2.1,1,5,3,memory,5
70.5,3.51,4,3,2,attention,2
58.8,4.14,6,5,1,routine,4
78.4,2.45,2,3,0,pattern,3
82.6,3.26,2,5,2,memory,5
100.0,2.57,0,1,3,memory,2
82.6,2.62,3,3,1,memory,3
89.9,1.36,0,2,0,memory,3
77.5,2.24,0,2,0,attention,2
74.1,3.62,2,5,0,memory,4
100.0,1.41,0,1,1,pattern,2
83.2,2.33,0,3,0,pattern,3
54.6,2.58,4,5,-2,memory,4
70.8,1.67,3,1,1,pattern,1
88.8,1.54,0,1,-3,attention,1
61.0,2.97,3,5,0,routine,4
74.0,2.11,3,1,-2,memory,1
60.7,2.61,1,5,-3,memory,4
82.7,3.03,1,4,2,pattern,4
60.4,2.75,0,2,0,attention,2
58.0,2.44,5,4,3,memory,3
100.0,2.2,0,2,-3,routine,3
90.3,2.04,1,1,-3,attention,1
85.7,1.61,2,1,2,routine,2
97.3,2.59,0,3,1,routine,4
81.3,1.94,1,2,-1,attention,2
54.6,1.85,5,2,-2,routine,1
67.5,4.06,2,5,1,routine,4
70.6,2.97,1,4,1,attention,4
79.4,2.78,5,5,1,attention,5
100.0,0.82,0,1,-2,memory,2
89.6,1.52,1,2,2,routine,3
66.3,2.65,3,4,-2,routine,3
74.5,3.67,0,5,-2,routine,4
89.3,3.56,0,4,3,attention,4
100.0,2.33,1,2,-2,memory,2
100.0,1.71,0,3,-1,memory,4
100.0,2.3,1,2,-1,memory,2
95.2,3.27,1,3,-3,routine,3
80.5,4.04,2,5,0,memory,4
67.0,4.08,4,5,2,memory,4
88.0,3.79,0,5,-2,attention,5
87.2,2.8,0,3,-2,pattern,3
97.7,1.69,0,2,3,memory,3
58.0,2.82,2,5,-3,pattern,4
76.6,1.74,1,1,0,attention,1
74.8,1.59,2,2,1,memory,2
100.0,1.65,0,1,3,attention,2
72.3,3.13,1,5,-3,routine,5
80.4,2.21,1,2,1,memory,2
93.5,1.81,1,1,-3,memory,1
72.6,2.67,0,4,-1,memory,4
96.0,2.53,0,2,-1,routine,3
60.7,1.42,3,2,-1,memory,2
87.3,3.59,0,3,1,memory,3
56.7,2.46,9,5,-2,routine,4
94.0,0.69,1,1,-2,pattern,2
64.6,3.89,2,5,2,routine,4
100.0,1.18,0,2,-2,routine,3
59.8,3.57,3,5,3,memory,4
82.7,2.54,1,1,2,routine,1
55.7,3.76,1,5,-2,attention,4
72.8,3.01,7,3,0,memory,2
89.5,0.6,1,1,1,attention,2
41.1,2.99,7,4,-1,attention,3
52.5,2.01,3,4,-2,memory,3
75.6,4.03,1,5,1,pattern,5
56.0,2.62,6,4,3,routine,3
77.9,3.57,0,4,1,pattern,4
86.4,1.57,0,2,-3,routine,2
95.3,1.56,0,2,1,pattern,3
96.9,1.18,1,2,-2,attention,3
71.1,3.05,3,3,-3,pattern,2
71.1,1.68,2,3,2,pattern,3
72.2,3.04,3,4,-1,attention,3
57.7,3.0,3,2,2,memory,1
85.4,1.26,3,1,3,routine,2
79.3,2.72,3,2,2,pattern,2
74.9,2.38,0,2,3,routine,2
80.9,2.29,2,2,2,routine,2
52.6,2.98,3,4,3,attention,3
75.2,2.64,2,3,3,memory,3
77.5,2.95,1,4,-3,attention,4
94.5,1.39,1,2,-2,pattern,3
81.0,2.47,3,3,2,memory,3
76.8,3.19,0,3,2,pattern,3
64.6,3.22,4,4,2,memory,3
69.8,2.98,6,4,2,pattern,3
86.9,2.97,1,4,3,attention,4
59.3,4.02,4,5,3,pattern,4
86.6,1.98,0,2,-2,routine,2
91.1,1.31,1,1,1,memory,2
66.8,2.77,2,4,3,routine,4
100.0,2.14,0,2,2,memory,3
94.5,0.6,0,1,-2,routine,2
84.7,2.53,1,3,0,memory,3
68.2,1.84,2,3,0,attention,3
90.1,2.64,0,2,1,memory,2
49.6,3.63,2,5,0,routine,4
81.4,2.04,1,1,-1,attention,1
79.7,3.1,4,4,2,attention,4
69.6,3.16,3,3,-2,memory,2
100.0,1.65,0,1,-3,attention,2
98.3,3.01,0,3,-3,pattern,3
95.6,1.47,0,1,-2,attention,2
82.6,2.76,1,2,-2,memory,2
99.9,1.93,0,3,-2,routine,4
87.9,0.8,3,1,-1,attention,1
92.6,1.36,1,2,0,routine,3
76.5,1.88,4,2,-3,pattern,1
88.6,1.76,1,1,-1,attention,2
77.5,3.23,1,4,-2,pattern,4
94.9,3.13,0,3,0,attention,3
62.7,2.82,5,5,0,attention,4
93.6,1.98,1,1,-3,attention,1
100.0,1.16,0,1,1,routine,2
89.2,3.28,1,2,0,attention,2
83.2,1.86,1,3,1,attention,4
93.6,1.26,1,2,0,memory,3
70.9,1.82,2,4,-2,attention,4
64.4,3.5,0,5,1,attention,5
56.5,3.6,5,5,0,attention,4
55.7,3.12,4,5,1,attention,4
69.7,1.69,4,1,0,routine,1
92.3,1.44,0,1,-3,pattern,2
87.2,1.15,0,1,-2,memory,2
57.6,3.64,5,5,3,memory,4
68.4,3.66,2,4,-2,memory,3
100.0,1.76,0,2,3,attention,3
82.6,1.6,4,2,3,memory,2
64.5,2.96,3,3,-1,routine,2
82.6,2.44,1,2,2,memory,2
72.0,2.63,2,4,-3,memory,3
78.6,2.02,4,3,-2,attention,3
43.8,2.59,4,5,1,routine,4
82.7,3.44,1,4,-1,pattern,4
100.0,2.07,0,2,-1,routine,3
56.6,3.89,3,5,0,attention,4
78.6,4.13,1,5,-2,memory,4
61.4,2.65,2,4,-2,attention,3
92.3,1.93,0,3,0,memory,4
77.7,3.48,1,3,0,memory,3
95.1,2.78,0,3,1,attention,4
90.1,1.9,1,2,-1,routine,2
77.2,3.65,3,5,1,pattern,5
88.0,2.45,1,3,-3,routine,3
74.2,2.62,1,4,0,memory,4
86.7,1.74,0,2,-3,attention,2
86.1,2.27,2,3,2,routine,3
80.2,1.64,2,3,2,pattern,3
83.3,1.71,1,2,2,attention,3
71.4,2.6,1,3,0,attention,3
79.0,2.8,1,3,3,attention,3
59.6,3.62,4,5,-3,memory,4
76.7,1.38,2,1,1,routine,1
85.8,2.21,2,4,-3,attention,4
74.3,1.69,4,2,-3,memory,1
85.5,3.36,0,3,2,pattern,3
75.7,2.86,3,4,1,attention,4
65.3,3.63,3,5,2,memory,4
94.1,2.41,0,3,-2,attention,4
100.0,1.93,0,3,0,memory,4
62.5,2.85,5,5,-2,pattern,4
86.8,2.72,1,2,0,attention,2
44.2,3.36,4,5,2,attention,4
69.1,2.29,2,2,3,pattern,2
95.5,1.84,0,2,-3,routine,3
73.4,2.23,1,3,2,pattern,3
91.9,2.72,0,2,-3,pattern,2
61.6,3.45,3,5,-2,attention,4
100.0,1.25,0,1,-3,pattern,2
84.9,2.5,0,3,-3,memory,3
100.0,2.47,0,2,-2,pattern,2
88.4,2.77,0,3,-2,routine,3
86.5,1.06,2,2,-3,pattern,3
87.2,2.43,2,2,-3,attention,2
85.3,1.47,0,2,2,routine,3
100.0,2.36,0,1,3,pattern,2
72.9,2.42,2,3,-2,attention,3
92.8,1.5,1,1,-1,routine,2
81.6,2.36,1,3,-1,attention,3
56.7,2.49,4,2,2,pattern,1
93.4,2.6,0,4,3,attention,5
81.9,3.36,1,4,-1,pattern,4
64.8,3.65,6,4,3,pattern,3
86.3,1.82,2,1,0,pattern,1
89.5,1.34,0,1,-3,memory,2
67.4,3.14,3,5,-1,routine,4
85.7,3.18,3,4,-1,pattern,4
100.0,1.26,1,1,-2,pattern,2
78.6,3.68,1,5,3,pattern,5
100.0,3.28,0,2,3,attention,3
81.9,2.61,0,4,-1,pattern,4
55.6,3.56,8,5,0,memory,4
79.9,2.46,0,3,-2,memory,3
79.3,0.88,3,1,-2,attention,1
91.5,1.51,0,1,-1,routine,2
78.7,3.21,0,3,3,routine,3
82.6,2.58,1,4,-2,pattern,4
51.2,2.21,3,5,1,memory,4
86.5,1.53,1,3,1,routine,4
87.1,2.01,2,2,-2,attention,2
60.4,2.37,3,2,-2,pattern,1
84.1,2.03,1,2,-3,routine,2
89.3,2.51,0,2,-1,routine,2
51.1,3.58,10,5,1,memory,4
82.0,1.98,3,1,-1,attention,1
87.6,2.15,0,3,1,attention,4
69.1,2.65,3,5,2,routine,5
83.1,2.2,1,3,-2,pattern,3
82.4,2.17,2,2,2,pattern,2
99.4,0.76,0,1,1,routine,2
70.3,3.43,0,4,3,pattern,4
72.3,2.1,3,2,2,pattern,2
85.6,0.6,1,1,0,routine,2
79.6,1.82,2,3,1,routine,3
69.6,1.66,1,2,0,attention,2
84.8,2.02,0,4,1,routine,5
83.8,1.18,2,1,3,routine,2
76.7,2.13,3,4,3,attention,4
63.0,2.73,1,4,1,memory,4
65.2,2.04,5,3,-1,memory,2
52.2,2.91,3,4,-2,memory,3
67.7,2.59,2,5,-1,routine,5
89.9,1.64,0,2,0,attention,3
85.0,1.13,0,1,3,routine,2
100.0,1.59,0,1,2,pattern,2
100.0,1.84,1,2,0,attention,3
94.1,2.66,2,5,-2,routine,5
76.8,3.0,4,4,2,memory,4
73.3,3.4,3,5,0,routine,4
55.0,4.01,2,4,-1,attention,3
92.8,2.02,0,2,0,routine,3
100.0,2.52,0,2,-3,attention,2
64.4,3.09,0,5,2,routine,5
89.8,2.47,0,3,-3,pattern,3
100.0,1.98,0,2,2,memory,3
69.0,4.23,1,5,-2,routine,4
92.1,2.34,0,3,-2,routine,3
99.5,1.97,0,1,3,attention,2
91.0,2.02,3,3,-2,routine,3
59.0,2.65,4,3,3,attention,2
94.4,1.8,0,2,2,memory,3
64.4,2.84,3,5,-2,pattern,4
97.7,2.97,0,2,-1,routine,2
43.0,3.55,3,5,-3,pattern,4
68.6,2.84,5,3,2,attention,2
77.1,2.67,2,4,0,routine,4
100.0,1.25,0,1,1,pattern,2
100.0,2.45,0,2,-2,pattern,3
83.5,2.31,3,3,0,attention,3
78.1,2.39,3,3,0,pattern,3
86.9,2.31,0,2,-3,memory,2
64.7,3.39,5,4,-2,memory,3
96.8,1.33,0,1,-2,pattern,2
90.0,1.77,0,1,-1,memory,2
77.3,2.11,1,3,-3,routine,3
59.5,3.2,1,5,-1,memory,4
100.0,0.6,0,1,-2,pattern,2
83.3,3.25,2,4,-1,attention,4
75.7,2.22,1,5,2,attention,5
86.7,2.95,0,3,0,routine,3
83.3,1.92,2,2,-2,memory,2
75.8,3.41,1,5,-3,pattern,4
100.0,1.68,0,1,-1,routine,2
74.9,3.66,1,3,1,attention,3
71.6,3.51,3,5,-1,memory,4
90.3,2.64,1,2,1,attention,2
87.6,2.53,1,2,-2,routine,2
85.1,1.67,1,2,-1,routine,2
62.2,3.21,1,3,0,routine,2
100.0,2.61,0,1,1,memory,2
100.0,1.89,0,1,-3,attention,2
78.8,1.99,3,2,2,attention,2
99.5,2.09,0,1,3,memory,2
68.1,2.45,3,3,-1,pattern,3
65.9,2.78,4,5,-1,attention,4
79.7,3.85,1,3,0,attention,3
68.0,4.59,2,5,-1,memory,4
82.6,2.05,2,4,2,memory,5
55.3,2.77,5,3,1,memory,2
96.5,1.19,0,1,-2,routine,2
71.2,2.36,4,4,1,routine,4
74.4,4.15,0,4,0,pattern,4
68.9,2.46,6,5,-2,pattern,4
75.0,0.96,2,1,-1,attention,1
76.4,3.18,1,3,-2,memory,3
86.0,2.69,0,4,-3,attention,4
82.7,2.3,1,2,1,pattern,2
49.0,2.78,6,4,-2,attention,3
46.2,4.06,4,5,-1,routine,4
100.0,1.38,0,2,1,routine,3
82.5,3.79,4,2,1,routine,1
83.0,3.04,2,3,-1,routine,3
100.0,1.83,0,1,0,routine,2
80.3,2.84,1,5,2,memory,5
63.1,4.09,3,4,1,pattern,3
99.7,1.98,0,1,-1,pattern,2
79.7,2.94,3,3,-2,memory,3
100.0,2.7,0,1,2,attention,2
88.0,2.43,1,4,-2,attention,4
71.4,2.54,2,2,-2,attention,1
100.0,1.98,0,1,-3,pattern,2
72.0,1.27,2,2,-2,routine,2
76.3,2.13,1,4,0,pattern,4
43.8,3.1,4,4,-2,attention,3
73.2,2.38,1,4,-2,routine,4
77.1,2.63,4,4,0,attention,4
80.9,2.1,1,2,-2,attention,2
83.5,2.84,1,4,-3,memory,4
100.0,1.96,0,1,-2,routine,2
100.0,1.39,1,1,-3,pattern,2
100.0,2.45,1,2,-2,routine,2
90.7,1.68,1,2,2,routine,3
83.9,3.9,0,5,1,attention,5
64.3,4.29,2,4,-1,pattern,3
52.7,3.52,5,5,2,memory,4
89.4,1.75,1,1,1,routine,2
78.6,2.75,0,3,-1,memory,3
67.7,2.23,5,5,-2,pattern,4
92.0,1.02,0,1,-1,routine,2
76.5,2.63,3,3,-1,routine,3
100.0,1.64,0,1,-3,routine,2
100.0,1.12,0,1,2,attention,2
33.4,3.11,3,5,3,pattern,4
81.5,2.35,2,4,2,pattern,4
69.1,2.58,3,3,-1,attention,2
100.0,1.48,1,1,3,routine,2
74.7,1.79,3,2,1,pattern,2
56.4,3.89,4,5,0,attention,4
67.7,2.79,4,4,-1,pattern,3
92.9,2.18,0,1,-2,pattern,2
49.9,1.69,3,4,-1,memory,3
90.5,2.29,1,3,-1,memory,3
100.0,1.96,0,3,3,pattern,4
82.9,1.98,1,3,2,pattern,4
78.6,2.21,3,2,1,pattern,2
73.8,2.14,1,3,0,routine,3
70.5,2.75,2,4,-2,pattern,4
100.0,2.67,0,1,2,attention,2
74.8,3.77,1,5,1,pattern,4
73.5,3.67,3,5,0,attention,4
62.8,3.55,5,4,-1,routine,3
31.0,3.66,3,5,3,routine,4
83.3,1.83,1,1,-1,memory,1
87.1,3.28,0,4,-3,memory,4
75.8,3.09,0,4,3,pattern,4
100.0,1.34,0,2,1,attention,3
98.0,3.5,0,1,3,routine,2
87.4,2.06,3,2,0,memory,2
100.0,2.14,0,1,-1,memory,2
85.5,2.05,3,2,3,memory,2
90.1,3.12,2,5,0,pattern,5
79.5,2.89,3,5,1,pattern,5
100.0,2.14,0,2,-1,memory,3
90.3,2.81,0,2,-3,memory,2
100.0,1.88,1,3,2,routine,4
92.5,1.91,2,1,2,routine,1
86.4,3.09,0,4,-2,attention,4
100.0,1.02,1,1,-3,routine,2
84.5,3.83,2,4,1,pattern,4
79.2,2.65,1,4,2,memory,4
100.0,1.33,0,2,0,routine,3
50.0,2.5,4,5,1,memory,4
89.6,2.72,2,3,1,routine,3
70.0,1.91,7,3,-2,memory,2
59.4,3.43,6,4,-1,routine,3
69.7,1.81,2,1,-1,memory,1
72.6,2.3,2,3,0,pattern,3
75.1,3.19,1,4,-2,pattern,3
99.2,0.6,1,1,1,memory,2
58.2,2.91,3,5,-2,routine,4
83.3,2.42,1,3,1,routine,3
82.1,4.5,1,5,-2,memory,4
70.4,2.4,4,4,0,memory,3
100.0,2.14,1,1,0,pattern,2
51.2,3.84,2,4,3,pattern,3
61.1,3.84,2,5,-3,routine,4
99.9,1.76,1,1,0,pattern,2
100.0,1.31,0,1,-2,memory,2
100.0,2.03,0,2,-2,attention,3
61.6,2.03,3,3,-3,memory,2
76.5,1.56,2,2,2,pattern,3
63.5,1.94,4,4,3,attention,4
80.6,2.47,2,3,0,attention,3
64.5,2.02,0,4,0,routine,4
78.8,2.33,4,3,2,memory,3
90.6,0.89,2,1,2,routine,2
69.4,3.12,4,4,3,memory,4
80.9,1.82,1,3,1,memory,3
87.2,2.1,2,4,2,attention,5
53.6,3.13,8,5,0,pattern,4
86.1,4.74,1,4,2,memory,4
62.8,3.82,3,5,1,attention,4
78.1,2.43,1,3,0,memory,3
98.1,1.67,0,2,0,pattern,3
83.1,1.31,2,3,1,memory,4
97.3,1.24,0,1,-2,routine,2
36.1,4.19,4,5,0,routine,4
89.4,1.94,0,1,-3,attention,1
89.5,1.35,1,1,1,attention,2
80.0,3.12,0,3,1,memory,3
89.1,2.46,4,2,-1,pattern,2
59.8,4.16,2,5,-3,pattern,4
32.9,3.48,6,5,0,attention,4
100.0,3.06,0,2,-1,memory,2
63.3,2.67,2,4,-3,routine,3
82.0,2.48,0,4,-3,attention,4
83.3,3.51,0,4,3,attention,4
100.0,1.54,0,1,0,memory,2
67.3,2.51,2,4,1,attention,4
89.4,3.55,1,5,2,pattern,5
81.8,3.71,2,4,-3,memory,3
84.9,2.99,4,5,-2,attention,4
93.5,2.48,3,3,3,memory,3
100.0,2.2,0,2,2,memory,3
74.3,2.75,1,4,3,routine,4
97.1,0.6,0,1,2,pattern,2
76.5,3.31,2,5,3,pattern,5
100.0,1.45,0,2,0,routine,3
57.0,3.53,0,4,0,memory,3
90.4,3.39,0,5,-3,attention,5
93.3,1.33,0,3,-1,memory,4
79.1,3.64,4,4,3,routine,4
73.7,0.84,0,2,2,attention,3
76.0,2.38,3,4,-3,memory,4
79.7,1.63,1,1,3,pattern,2
80.5,3.54,3,4,2,memory,4
86.0,2.21,2,2,-2,pattern,2
85.5,2.02,2,2,-1,routine,2
68.9,3.32,3,4,1,memory,3
54.5,3.19,7,5,-1,routine,4
61.4,4.72,2,5,0,memory,4
100.0,1.32,0,2,1,pattern,3
66.5,4.25,5,5,1,routine,4
100.0,2.02,0,1,1,routine,2
88.6,2.52,0,3,1,attention,3
100.0,2.71,0,2,-1,attention,3
84.6,2.3,2,2,-2,memory,2
100.0,1.74,0,1,-2,pattern,2
72.3,3.65,3,5,2,routine,4
90.5,2.64,1,3,-2,routine,3
41.0,3.72,2,4,0,pattern,3
98.2,1.7,1,1,1,attention,2
87.6,1.76,0,2,2,pattern,3
77.3,2.83,3,4,1,pattern,4
97.0,2.17,1,2,2,attention,3
89.1,1.21,0,2,-1,routine,3
63.5,2.22,1,2,1,routine,2
76.7,3.4,0,5,3,attention,5
96.1,3.0,1,3,0,pattern,4
96.1,0.86,1,1,0,pattern,2
91.5,1.46,0,2,-1,memory,3
96.8,1.33,0,1,3,pattern,2
75.4,2.63,1,3,-2,memory,3
80.6,1.95,0,3,3,memory,4
65.5,4.53,2,5,0,attention,4
73.1,4.36,1,5,3,routine,5
96.4,0.94,0,2,3,attention,3
86.2,2.32,1,3,2,routine,3
98.5,1.98,0,1,3,pattern,2
75.6,3.06,0,4,2,pattern,4
82.7,3.63,3,5,-3,memory,4
79.8,3.1,0,2,-1,memory,2
60.1,3.32,3,4,0,routine,3
92.3,4.33,0,4,-1,attention,4
51.4,2.88,3,5,3,pattern,4
95.1,1.85,0,1,3,memory,2
100.0,1.31,0,1,1,routine,2
79.9,1.68,1,3,1,pattern,3
87.2,1.85,0,1,-2,memory,2
100.0,1.38,1,1,3,routine,2
96.3,3.09,1,4,3,memory,5
51.4,3.3,4,5,2,memory,4
82.7,2.23,0,3,0,routine,4
100.0,0.6,0,1,3,routine,2
87.4,3.35,1,3,-1,pattern,3
64.9,3.65,7,5,-3,memory,4
67.0,3.23,1,4,2,routine,4
86.4,4.26,1,4,1,memory,4
66.1,3.23,5,4,2,routine,3
81.7,0.8,0,2,-1,routine,3
94.5,1.72,1,2,2,routine,3
57.3,4.42,5,5,-3,attention,4
80.7,2.51,4,4,-2,routine,3
54.6,4.64,2,5,-3,memory,4
77.8,4.15,1,5,-1,memory,4
56.7,1.53,5,3,0,memory,2
76.0,4.06,2,3,-3,routine,2
63.0,1.91,10,2,2,routine,1
74.6,2.95,3,3,-1,attention,2
74.0,4.0,1,5,-1,routine,4
100.0,0.6,0,2,-3,attention,3
68.2,3.49,4,4,1,routine,3
95.4,2.62,0,2,-1,attention,2
87.0,3.01,0,3,-3,routine,3
76.7,3.08,2,3,-2,attention,2
73.2,3.29,2,5,1,attention,5
84.6,2.52,0,2,2,memory,2
96.8,1.6,0,1,-1,pattern,2
71.0,1.44,3,1,-3,routine,1
92.1,2.3,2,2,-3,pattern,2
58.3,3.5,2,5,-3,routine,4
100.0,1.71,0,3,-1,routine,4
94.5,2.0,1,2,-2,memory,3
89.9,1.11,0,1,2,pattern,2
83.4,1.81,0,1,-3,memory,1
81.2,2.15,1,2,-3,memory,2
64.1,1.32,2,2,0,memory,2
81.0,2.52,1,3,-1,memory,3
73.6,2.03,3,2,1,memory,2
77.1,2.33,2,4,-2,attention,4
100.0,1.75,0,2,-2,memory,3
69.8,2.5,4,3,-1,memory,2
65.8,2.34,0,3,2,routine,3
68.0,3.07,2,3,-2,routine,2
96.3,2.03,1,1,1,memory,2
42.8,3.79,10,5,2,memory,4
72.7,0.94,1,1,-3,attention,1
81.3,1.24,3,1,-3,attention,1
84.2,3.73,2,5,-1,memory,5
78.6,1.19,2,1,0,pattern,1
64.0,2.97,2,4,0,attention,3
90.4,2.19,3,2,2,attention,2
53.3,3.12,2,4,0,routine,3
75.0,2.23,2,3,0,attention,3
88.4,2.42,1,1,1,routine,1
57.2,3.87,3,4,3,attention,3
64.0,5.01,2,5,-1,memory,4
68.0,2.87,3,4,3,routine,4
88.8,1.26,0,2,-1,pattern,3
76.2,3.58,3,4,2,attention,4
91.7,3.1,0,2,-3,routine,2
93.2,2.2,0,3,-3,routine,3
79.9,1.42,0,3,-3,memory,3
68.4,2.09,3,4,-2,attention,3
78.3,2.42,1,2,1,routine,2
65.2,3.08,3,5,3,routine,5
42.9,3.31,4,5,0,pattern,4
96.2,2.89,1,3,-2,pattern,3
95.2,1.72,0,1,2,routine,2
66.5,2.25,2,5,2,pattern,5
57.5,2.18,6,2,2,pattern,1
100.0,2.72,0,3,-3,attention,3
97.2,0.6,0,1,-1,pattern,2
79.5,3.34,0,3,1,pattern,3
90.5,0.65,2,1,0,attention,2
73.3,2.6,2,4,1,pattern,4
88.9,2.6,0,4,-2,attention,4
69.0,4.5,4,5,3,routine,4
73.1,2.71,1,3,-1,pattern,3
69.0,2.25,4,3,-1,attention,2
94.1,1.73,1,2,1,pattern,3
79.9,3.26,2,5,2,memory,5
73.3,2.33,6,2,2,routine,1
65.2,2.09,4,4,0,routine,3
82.6,2.2,2,2,1,attention,2
82.7,2.48,2,2,0,routine,2
69.5,3.76,1,5,3,pattern,5
76.7,1.67,2,2,-3,attention,2
94.2,3.02,1,4,1,memory,4
81.1,2.74,0,4,-2,memory,4
86.6,2.12,0,2,1,attention,3
53.1,3.1,4,5,1,memory,4
72.0,3.81,2,4,-2,attention,3
72.7,1.07,7,2,0,pattern,2
86.4,1.63,1,2,3,routine,3
63.6,3.64,0,5,0,memory,5
47.6,3.29,5,4,2,routine,3
87.7,2.63,0,3,0,memory,3
79.4,3.33,1,5,-3,attention,4
59.5,3.57,1,5,1,pattern,4
81.1,0.91,0,3,1,pattern,4
71.6,4.01,0,4,1,routine,4
98.1,2.38,0,2,0,attention,3
45.3,3.12,4,5,3,routine,4
89.4,2.45,0,3,0,routine,4
55.1,1.73,3,3,3,memory,3
87.6,3.25,3,1,2,pattern,1
94.4,2.94,0,2,-1,pattern,2
97.9,2.24,0,1,-2,routine,2
86.4,2.33,1,4,-3,attention,4
70.6,3.55,3,5,2,memory,4
68.7,4.67,3,5,3,attention,4
71.4,3.67,2,4,3,attention,4
67.2,3.68,5,3,-2,memory,2
80.7,2.08,0,3,0,routine,3
